Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of COVID-19 Deaths,Flag
09/20/2020,02/01/2020,09/19/2020,OR,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,11,
09/20/2020,02/01/2020,09/19/2020,OR,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,OR,Malignant neoplasms,Malignant neoplasms,C00-C97,All ages,42,
09/20/2020,02/01/2020,09/19/2020,OR,Diabetes,Diabetes,E10-E14,0-24,0,
09/20/2020,02/01/2020,09/19/2020,OR,Diabetes,Diabetes,E10-E14,25-34,0,
09/20/2020,02/01/2020,09/19/2020,OR,Diabetes,Diabetes,E10-E14,35-44,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,OR,Diabetes,Diabetes,E10-E14,45-54,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,OR,Diabetes,Diabetes,E10-E14,55-64,23,
09/20/2020,02/01/2020,09/19/2020,OR,Diabetes,Diabetes,E10-E14,65-74,16,
09/20/2020,02/01/2020,09/19/2020,OR,Diabetes,Diabetes,E10-E14,75-84,16,
09/20/2020,02/01/2020,09/19/2020,OR,Diabetes,Diabetes,E10-E14,85+,20,
09/20/2020,02/01/2020,09/19/2020,OR,Diabetes,Diabetes,E10-E14,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,OR,Diabetes,Diabetes,E10-E14,All ages,80,
09/20/2020,02/01/2020,09/19/2020,OR,Obesity,Obesity,E65-E68,0-24,0,
09/20/2020,02/01/2020,09/19/2020,OR,Obesity,Obesity,E65-E68,25-34,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,OR,Obesity,Obesity,E65-E68,35-44,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,OR,Obesity,Obesity,E65-E68,45-54,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,OR,Obesity,Obesity,E65-E68,55-64,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,OR,Obesity,Obesity,E65-E68,65-74,12,
09/20/2020,02/01/2020,09/19/2020,OR,Obesity,Obesity,E65-E68,75-84,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,OR,Obesity,Obesity,E65-E68,85+,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,OR,Obesity,Obesity,E65-E68,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,OR,Obesity,Obesity,E65-E68,All ages,26,
09/20/2020,02/01/2020,09/19/2020,OR,Alzheimer disease,Alzheimer disease,G30,0-24,0,
09/20/2020,02/01/2020,09/19/2020,OR,Alzheimer disease,Alzheimer disease,G30,25-34,0,
09/20/2020,02/01/2020,09/19/2020,OR,Alzheimer disease,Alzheimer disease,G30,35-44,0,
09/20/2020,02/01/2020,09/19/2020,OR,Alzheimer disease,Alzheimer disease,G30,45-54,0,
09/20/2020,02/01/2020,09/19/2020,OR,Alzheimer disease,Alzheimer disease,G30,55-64,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,OR,Alzheimer disease,Alzheimer disease,G30,65-74,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,OR,Alzheimer disease,Alzheimer disease,G30,75-84,13,
09/20/2020,02/01/2020,09/19/2020,OR,Alzheimer disease,Alzheimer disease,G30,85+,26,
09/20/2020,02/01/2020,09/19/2020,OR,Alzheimer disease,Alzheimer disease,G30,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,OR,Alzheimer disease,Alzheimer disease,G30,All ages,42,
09/20/2020,02/01/2020,09/19/2020,OR,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0,
09/20/2020,02/01/2020,09/19/2020,OR,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0,
09/20/2020,02/01/2020,09/19/2020,OR,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0,
09/20/2020,02/01/2020,09/19/2020,OR,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,0,
09/20/2020,02/01/2020,09/19/2020,OR,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,OR,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,12,
09/20/2020,02/01/2020,09/19/2020,OR,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,28,
09/20/2020,02/01/2020,09/19/2020,OR,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,41,
09/20/2020,02/01/2020,09/19/2020,OR,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0,
09/20/2020,02/01/2020,09/19/2020,OR,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All ages,84,
09/20/2020,02/01/2020,09/19/2020,OR,Renal failure,Renal failure,N17-N19,0-24,0,
09/20/2020,02/01/2020,09/19/2020,OR,Renal failure,Renal failure,N17-N19,25-34,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,OR,Renal failure,Renal failure,N17-N19,35-44,0,
09/20/2020,02/01/2020,09/19/2020,OR,Renal failure,Renal failure,N17-N19,45-54,0,
09/20/2020,02/01/2020,09/19/2020,OR,Renal failure,Renal failure,N17-N19,55-64,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,OR,Renal failure,Renal failure,N17-N19,65-74,13,
09/20/2020,02/01/2020,09/19/2020,OR,Renal failure,Renal failure,N17-N19,75-84,11,
09/20/2020,02/01/2020,09/19/2020,OR,Renal failure,Renal failure,N17-N19,85+,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,OR,Renal failure,Renal failure,N17-N19,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,OR,Renal failure,Renal failure,N17-N19,All ages,39,
09/20/2020,02/01/2020,09/19/2020,OR,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,0,
09/20/2020,02/01/2020,09/19/2020,OR,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,0,
09/20/2020,02/01/2020,09/19/2020,OR,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,0,
09/20/2020,02/01/2020,09/19/2020,OR,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,0,
09/20/2020,02/01/2020,09/19/2020,OR,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,0,
09/20/2020,02/01/2020,09/19/2020,OR,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,OR,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,OR,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,OR,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0,
09/20/2020,02/01/2020,09/19/2020,OR,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All ages,12,
09/20/2020,02/01/2020,09/19/2020,OR,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,0,
09/20/2020,02/01/2020,09/19/2020,OR,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,OR,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,10,
09/20/2020,02/01/2020,09/19/2020,OR,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,19,
09/20/2020,02/01/2020,09/19/2020,OR,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,35,
09/20/2020,02/01/2020,09/19/2020,OR,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,81,
09/20/2020,02/01/2020,09/19/2020,OR,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,87,
09/20/2020,02/01/2020,09/19/2020,OR,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,96,
09/20/2020,02/01/2020,09/19/2020,OR,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0,
09/20/2020,02/01/2020,09/19/2020,OR,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All ages,333,
09/20/2020,02/01/2020,09/19/2020,OR,Coronavirus Disease 2019,COVID-19,U071,0-24,0,
09/20/2020,02/01/2020,09/19/2020,OR,Coronavirus Disease 2019,COVID-19,U071,25-34,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,OR,Coronavirus Disease 2019,COVID-19,U071,35-44,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,OR,Coronavirus Disease 2019,COVID-19,U071,45-54,18,
09/20/2020,02/01/2020,09/19/2020,OR,Coronavirus Disease 2019,COVID-19,U071,55-64,54,
09/20/2020,02/01/2020,09/19/2020,OR,Coronavirus Disease 2019,COVID-19,U071,65-74,98,
09/20/2020,02/01/2020,09/19/2020,OR,Coronavirus Disease 2019,COVID-19,U071,75-84,122,
09/20/2020,02/01/2020,09/19/2020,OR,Coronavirus Disease 2019,COVID-19,U071,85+,166,
09/20/2020,02/01/2020,09/19/2020,OR,Coronavirus Disease 2019,COVID-19,U071,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,OR,Coronavirus Disease 2019,COVID-19,U071,All ages,470,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,31,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,109,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,284,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,536,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,753,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,985,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Influenza and pneumonia,J09-J18,All ages,2707,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,19,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,65,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,171,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,216,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,265,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All ages,742,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,10,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,55,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,125,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,212,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,200,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,277,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Adult respiratory distress syndrome,J80,All ages,889,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Respiratory failure,J96,0-24,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Respiratory failure,J96,25-34,10,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Respiratory failure,J96,35-44,32,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Respiratory failure,J96,45-54,101,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Respiratory failure,J96,55-64,319,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Respiratory failure,J96,65-74,624,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Respiratory failure,J96,75-84,862,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Respiratory failure,J96,85+,1239,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Respiratory failure,J96,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Respiratory failure,J96,All ages,3190,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Respiratory arrest,R09.2,0-24,0,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Respiratory arrest,R09.2,25-34,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Respiratory arrest,R09.2,35-44,0,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Respiratory arrest,R09.2,45-54,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Respiratory arrest,R09.2,55-64,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Respiratory arrest,R09.2,65-74,18,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Respiratory arrest,R09.2,75-84,27,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Respiratory arrest,R09.2,85+,46,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Respiratory arrest,R09.2,All ages,100,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,0,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,26,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,40,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,73,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,93,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,
09/20/2020,02/01/2020,09/19/2020,PA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All ages,242,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,40,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,101,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,272,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,409,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Hypertensive diseases,I10-I15,85+,758,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Hypertensive diseases,I10-I15,All ages,1592,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,0,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,10,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,62,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,163,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,238,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Ischemic heart disease,I20-I25,85+,444,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Ischemic heart disease,I20-I25,All ages,922,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Cardiac arrest,I46,0-24,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Cardiac arrest,I46,25-34,0,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Cardiac arrest,I46,35-44,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Cardiac arrest,I46,45-54,21,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Cardiac arrest,I46,55-64,53,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Cardiac arrest,I46,65-74,86,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Cardiac arrest,I46,75-84,110,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Cardiac arrest,I46,85+,182,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Cardiac arrest,I46,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Cardiac arrest,I46,All ages,456,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,0,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,12,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,33,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,91,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,198,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,343,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All ages,679,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Heart failure,I50,0-24,0,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Heart failure,I50,25-34,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Heart failure,I50,35-44,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Heart failure,I50,45-54,11,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Heart failure,I50,55-64,37,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Heart failure,I50,65-74,107,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Heart failure,I50,75-84,169,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Heart failure,I50,85+,375,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Heart failure,I50,Not stated,0,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Heart failure,I50,All ages,702,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,0,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,,Counts less than 10 suppressed.
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,14,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,58,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,109,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,165,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,221,
09/20/2020,02/01/2020,09/19/2020,PA,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0,
