Country,iso3,State,Region,Date,Measure_L1,Measure_L2,Measure_L3,Measure_L4,Status,Comment,Source,,
United States of America,USA,Maine,Maine,4/2/20,Social distancing,Closure of educational institutions,Complete closure of primary and secondary schools,,,,https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/Corrected%202_%20An%20Order%20Regarding%20Further%20Restrictions%20on%20Public%20Contact%20and%20Movement%2C%20Schools%2C%20Vehicle%20Travel%20and%20Retail%20Business%20Operations_0.pdf,,
United States of America,USA,Maine,Maine,4/2/20,Social distancing,Special measures for certain establishments,Essential businesses and operations,Limiting number of customers,,"For essential businesses and operations that remain open, limiting the number of customers in their buildings at any one time, implementing curb-side pickup and delivery options as much as possible, and enforcing U.S. CDC-recommended physical distancing requirements for their customers and employees in and around their facilities",https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/Corrected%202_%20An%20Order%20Regarding%20Further%20Restrictions%20on%20Public%20Contact%20and%20Movement%2C%20Schools%2C%20Vehicle%20Travel%20and%20Retail%20Business%20Operations_0.pdf,,
United States of America,USA,Maine,Maine,4/2/20,Social distancing,Special measures for certain establishments,Essential businesses and operations,Favoring delivery options,,"For essential businesses and operations that remain open, limiting the number of customers in their buildings at any one time, implementing curb-side pickup and delivery options as much as possible, and enforcing U.S. CDC-recommended physical distancing requirements for their customers and employees in and around their facilities",https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/Corrected%202_%20An%20Order%20Regarding%20Further%20Restrictions%20on%20Public%20Contact%20and%20Movement%2C%20Schools%2C%20Vehicle%20Travel%20and%20Retail%20Business%20Operations_0.pdf,,
United States of America,USA,Maine,Maine,4/2/20,Social distancing,Special measures for certain establishments,Essential businesses and operations,Enforcing social distancing rules,,"For essential businesses and operations that remain open, limiting the number of customers in their buildings at any one time, implementing curb-side pickup and delivery options as much as possible, and enforcing U.S. CDC-recommended physical distancing requirements for their customers and employees in and around their facilities",https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/Corrected%202_%20An%20Order%20Regarding%20Further%20Restrictions%20on%20Public%20Contact%20and%20Movement%2C%20Schools%2C%20Vehicle%20Travel%20and%20Retail%20Business%20Operations_0.pdf,,
United States of America,USA,Maine,Maine,4/2/20,Risk communication,Educate and actively communicate with the public,Promote social distancing measures,,,"when out of the home or when at work at an essential business, individuals shall maintain a minimum distance of six feet from other persons",https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/Corrected%202_%20An%20Order%20Regarding%20Further%20Restrictions%20on%20Public%20Contact%20and%20Movement%2C%20Schools%2C%20Vehicle%20Travel%20and%20Retail%20Business%20Operations_0.pdf,,
United States of America,USA,Maine,Maine,4/3/20,"Case identification, contact tracing and related measures",Quarantine,Incoming travelers,All,,"any person, resident or non-resident, traveling into Maine must immediately self-quarantine for 14 days",https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/EO%2034.pdf,,
United States of America,USA,Maine,Maine,4/3/20,Risk communication,Educate and actively communicate with the public,Encourage visitors to not enter the state if sick,,,Visitors are instructed not to travel to Maine if they are displaying symptoms ofCOVID-19,https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/EO%2035.pdf,,
United States of America,USA,Maine,Maine,4/3/20,Risk communication,Travel alert and warning,Warning against travel to and return from high risk areas,"Detroit, Chicago and New York City",,"visitors are advised not to travel to Maine if they are travelling from cities and regions identified as COVID-19 ""hot spots,"" including, among others, the cities of Detroit, Chicago and New York City. In addition, residents of the States of New York, New Jersey and Connecticut should refrain from travel to Maine",https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/EO%2035.pdf,,
United States of America,USA,Maine,Maine,4/3/20,Risk communication,Educate and actively communicate with the public,Information about travels,Discourage entry of visitors from high-risk areas,,"visitors are advised not to travel to Maine if they are travelling from cities and regions identified as COVID-19 ""hot spots,"" including, among others, the cities of Detroit, Chicago and New York City. In addition, residents of the States of New York, New Jersey and Connecticut should refrain from travel to Maine",https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/EO%2035.pdf,,
United States of America,USA,Maine,Maine,4/3/20,Social distancing,Small gathering cancellation,Closure of short-term accommodation,All lodging operations and accommodations,,all lodging operations and accommodations shall close,https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/EO%2035.pdf,,
United States of America,USA,Maine,Maine,4/4/20,Resource allocation,Activate or establish emergency response,Risk management plan,Emergency plan,,approval of the major disaster declaration,https://www.maine.gov/governor/mills/news/governor-mills-announces-approval-federal-disaster-declaration-covid-19-response-maine-2020-04,,
United States of America,USA,Maine,Maine,4/6/20,Healthcare and public health capacity,Increase healthcare workforce,Exception to work law allowed,Suspension of licensure laws for health care providers,,order suspending enforcement of provisions of certain licensing statutes and rules in order to facilitate health care and veterinary care,https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/EO%2035.pdf,,
United States of America,USA,Maine,Maine,4/6/20,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans,Extension of health insurance,,further expand access to health care for Maine people,https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/EO%2035.pdf,,
United States of America,USA,Maine,Maine,4/8/20,Social distancing,Special measures for certain establishments,Decongestion of administrative institutions,Allow remote notarization,,"modification of certain in-person notarization and acknowledgement requirements, allowing remote notarization",https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/EO37.pdf,,
United States of America,USA,Maine,Maine,4/10/20,Healthcare and public health capacity,Adapt procedures for patient management,Ease prescription of regular medical products for patients,Ease prescription renewal,,the expiration date of prescriptions for ophthalmic or contact lenses are hereby suspended,https://www.maine.gov/governor/mills/sites/maine.gov.governor.mills/files/inline-files/EO%2038.pdf,,
United States of America,USA,Maryland,Maryland,3/5/20,Resource allocation,Activate or establish emergency response,Declare state of emergency,,,,https://governor.maryland.gov/wp-content/uploads/2020/03/Proclamation-COVID-19.pdf,,
United States of America,USA,Maryland,Maryland,3/12/20,Social distancing,Mass gathering cancellation,Limit up to 250 persons,,,,https://governor.maryland.gov/wp-content/uploads/2020/03/Prohibiting-Large-Gatherings.pdf,,
United States of America,USA,Maryland,Maryland,3/12/20,Social distancing,Special measures for certain establishments,Decongestion of administrative institutions,Extension of driving licence,,"postponement of expiration of licenses, permits, vehicle registations",https://governor.maryland.gov/wp-content/uploads/2020/03/Licenses-Permits-Registration.pdf,,
United States of America,USA,Maryland,Maryland,3/12/20,Resource allocation,Police and army interventions,To collect data and samples for tests,Testing,,The Maryland National Guard shall remain in State active duty,https://governor.maryland.gov/wp-content/uploads/2020/03/National-Guard.pdf,,
United States of America,USA,Maryland,Maryland,3/12/20,Travel restriction,Port and ship restriction,Deny entry to passengers from any port outside the country,Passengers from any port outside the USA shall not disembark,,"no passenger or crew member shall disembark at any terminal or port facility in the ports and harbors of the State (including the Cruise Maryland terminal) from any passenger that has, since January 31st, 2020, made a call at any port outside the United States",https://governor.maryland.gov/wp-content/uploads/2020/03/Prohibiting-Movement.pdf,,
United States of America,USA,Maryland,Maryland,3/13/20,Social distancing,Mass gathering cancellation,Closure of adult daycare facilities,Closure of senior citizen centers and adult daycare facilities,,all senior citizens activities centers shall be closed,https://governor.maryland.gov/wp-content/uploads/2020/03/Prohibiting-Large-Gatherings.pdf,,
United States of America,USA,Maryland,Maryland,3/13/20,Resource allocation,Crisis management plans,"State aid, taxation and social security",Expand child care access,,expanding child care access,https://governor.maryland.gov/wp-content/uploads/2020/03/Day-Care-Order.pdf,,
United States of America,USA,Maryland,Maryland,3/16/20,Social distancing,Mass gathering cancellation,Indoor activities,"Bars, clubs, casinos",,"closing casinos, racetracks and betting facilities",https://governor.maryland.gov/wp-content/uploads/2020/03/Casino-Racetrack-OTB-Closure-Order.pdf,,
United States of America,USA,Maryland,Maryland,3/16/20,Social distancing,Mass gathering cancellation,Limit up to 50 persons,,,,https://governor.maryland.gov/wp-content/uploads/2020/03/Executive-Order-Amending-Large-Gatherings.pdf,,
United States of America,USA,Maryland,Maryland,3/16/20,Social distancing,Small gathering cancellation,Closure of restaurants/bars/cafes,Partial: only carry-on or drive-trhough and delivery,,only carry-on or drive-through and deliver for off-presmises consumption are allowed,https://governor.maryland.gov/wp-content/uploads/2020/03/Executive-Order-Amending-Large-Gatherings.pdf,,
United States of America,USA,Maryland,Maryland,3/16/20,Social distancing,Mass gathering cancellation,Indoor activities,Fitness centers and gyms,,"closure of fitness centers, health clubs, health spas, gyms, aquatic-senters and self-defense schools",https://governor.maryland.gov/wp-content/uploads/2020/03/Executive-Order-Amending-Large-Gatherings.pdf,,
United States of America,USA,Maryland,Maryland,3/16/20,Social distancing,Mass gathering cancellation,Cultural places and events,Closure of theatres and cinemas,,closure of theaters and cinemas,https://governor.maryland.gov/wp-content/uploads/2020/03/Executive-Order-Amending-Large-Gatherings.pdf,,
United States of America,USA,Maryland,Maryland,3/16/20,Social distancing,Mass gathering cancellation,Indoor activities,Hobby and leisure centres,,closure of bingo halls,https://governor.maryland.gov/wp-content/uploads/2020/03/Executive-Order-Amending-Large-Gatherings.pdf,,
United States of America,USA,Maryland,Maryland,3/16/20,Healthcare and public health capacity,Increase isolation and quarantine facilities,Quarantine centers,Government properties repurposed as quarantine facilities,,"any property owned by the State of Maryland shall be made available as a place of treatment, isolation and/or quarantine",https://governor.maryland.gov/wp-content/uploads/2020/03/Executive-Order-Health-Care-Matters.pdf,,
United States of America,USA,Maryland,Maryland,3/16/20,Healthcare and public health capacity,Increase patient capacity,Increase number of medical institutions,State of Maryland property can be made available as a place of treatment,,"any property owned by the State of Maryland shall be made available as a place of treatment, isolation and/or quarantine",https://governor.maryland.gov/wp-content/uploads/2020/03/Executive-Order-Health-Care-Matters.pdf,,
United States of America,USA,Maryland,Maryland,3/16/20,Healthcare and public health capacity,Increase healthcare workforce,Exception to work law allowed,Suspension of licensure laws for health care providers,,extension of health licenses to medical personnel from outside the state or with expired license,https://governor.maryland.gov/wp-content/uploads/2020/03/Executive-Order-Health-Care-Matters.pdf,,
United States of America,USA,Maryland,Maryland,3/16/20,Healthcare and public health capacity,Increase healthcare workforce,Mobilization of domestic resources for health,Recruitment of the military reserve force,,activation of Maryland Responds Medical Reserve Corps,https://governor.maryland.gov/wp-content/uploads/2020/03/Executive-Order-Health-Care-Matters.pdf,,
United States of America,USA,Maryland,Maryland,3/16/20,Resource allocation,Crisis management plans,"State aid, taxation and social security",Suspend evictions and foreclosures,,prohibition of eviction of tenants suffering substantial loss of income due to covid19,https://governor.maryland.gov/wp-content/uploads/2020/03/Executive-Order-Temp-Evictions-Prohibiting.pdf,,
United States of America,USA,Maryland,Maryland,3/16/20,Resource allocation,Measures to ensure security of supply,Insure access to gas/electricity/water/telecommunications,Flexibility in bill payment for vulnerable customers,,"no electric, gas, sewage disposal, telegraph, telephone, water, or cable television company, or internet service provider, shall terminate the service of a customer",https://governor.maryland.gov/wp-content/uploads/2020/03/Executive-Order-Prohibit-Termination-of-Residential.pdf,,
United States of America,USA,Maryland,Maryland,3/17/20,Social distancing,Mass gathering cancellation,Closure of adult daycare facilities,,,closure of adult day care centers,https://governor.maryland.gov/wp-content/uploads/2020/03/Executive-Order-Health-Care-Matters.pdf,,
United States of America,USA,Maryland,Maryland,3/17/20,Social distancing,Mass gathering cancellation,Measures for elections,Elections postponed,,postponement of the Primary Elections,https://governor.maryland.gov/wp-content/uploads/2020/03/Renewal-of-State-of-Emergency.pdf,,
United States of America,USA,Maryland,Maryland,3/18/20,Resource allocation,Measures to ensure security of supply,Increase delivery capacity for necessity goods,Waiving regulations regarding vehicle transportation,,measures to help against the transportation emergency: waiving regulations regarding vehicle transportation,https://governor.maryland.gov/wp-content/uploads/2020/03/Vehicle-Weight-Limits-3.18.20.pdf,,
United States of America,USA,Maryland,Maryland,3/19/20,Social distancing,Small gathering cancellation,Limit up to 10 persons,,,,https://governor.maryland.gov/wp-content/uploads/2020/03/Amending-Gatherings.pdf,,
United States of America,USA,Maryland,Maryland,3/19/20,Social distancing,Small gathering cancellation,Closure of non-essential shops,Enclosed malls,,closure of enclosed malls (shopping centers that have one or more enclosed pedestrian concourses),https://governor.maryland.gov/wp-content/uploads/2020/03/Amending-Gatherings.pdf,,
United States of America,USA,Maryland,Maryland,3/19/20,Social distancing,Mass gathering cancellation,Indoor activities,Hobby and leisure centres,,"closure of bowling alleys, amusement parks, roller and ice skating rinks",https://governor.maryland.gov/wp-content/uploads/2020/03/Amending-Gatherings.pdf,,
United States of America,USA,Maryland,Maryland,3/19/20,Social distancing,Special measures for certain establishments,Alcohol sellers,Alcoholic beverages can be delivered,,expansion of alcoholic beverages carryout and delivery services,https://governor.maryland.gov/wp-content/uploads/2020/03/Beverage-Delivery.pdf,,
United States of America,USA,Maryland,Maryland,3/19/20,Healthcare and public health capacity,Increase healthcare workforce,Exception to work law allowed,Suspension of licensure laws for health care providers,,,https://governor.maryland.gov/wp-content/uploads/2020/03/Emergency-Medical-Services.pdf,,
United States of America,USA,Maryland,Maryland,3/20/20,Healthcare and public health capacity,Adapt procedures for patient management,Simplification of the health journey,Authorize audio-only call for health care services,,measures to inhance the e-health services,https://governor.maryland.gov/wp-content/uploads/2020/03/Medicaid-Telehealth-3.20.20.pdf,,
United States of America,USA,Maryland,Maryland,3/23/20,Social distancing,Mass gathering cancellation,Closure of non-essential working places,,,closure of non-essential businesses,https://governor.maryland.gov/wp-content/uploads/2020/03/Gatherings-THIRD-AMENDED-3.23.20.pdf,,
United States of America,USA,Maryland,Maryland,3/23/20,Social distancing,Mass gathering cancellation,Closure of non-essential public places,,,closure of non-essential businesses,https://governor.maryland.gov/wp-content/uploads/2020/03/Gatherings-THIRD-AMENDED-3.23.20.pdf,,
United States of America,USA,Maryland,Maryland,3/23/20,Resource allocation,Measures to ensure security of supply,Fixing price for necessity goods,"Paper products, cleaning supplies, food, water.",,order prohibiting excess profit on certain goods and services,https://governor.maryland.gov/wp-content/uploads/2020/03/Price-Gouging-3.23.20.pdf,,
United States of America,USA,Maryland,Maryland,3/23/20,Resource allocation,Measures to ensure security of supply,Fixing price for specific protective products,Hand sanitizer and personal hygiene products,,order prohibiting excess profit on certain goods and services,https://governor.maryland.gov/wp-content/uploads/2020/03/Price-Gouging-3.23.20.pdf,,
United States of America,USA,Maryland,Maryland,3/23/20,Resource allocation,Measures to ensure security of supply,Fixing price for medical supplies,Medicine and medical supplies,,order prohibiting excess profit on certain goods and services,https://governor.maryland.gov/wp-content/uploads/2020/03/Price-Gouging-3.23.20.pdf,,
United States of America,USA,Maryland,Maryland,3/23/20,Healthcare and public health capacity,Enhance laboratory testing capacity,Increase laboratory facilities,More laboratory dedicated,,initiation of a process to authorise laboratories in Maryland to develop and perform covid-10 testing,https://governor.maryland.gov/wp-content/uploads/2020/03/Lab-Authorization-3.23.20.pdf,,
United States of America,USA,Maryland,Maryland,3/25/20,Resource allocation,Crisis management plans,"State aid, taxation and social security",Expand child care access for essential persons,,child care for essential persons,https://governor.maryland.gov/wp-content/uploads/2020/03/Child-Care-Access.pdf,,
United States of America,USA,Maryland,Maryland,3/30/20,Resource allocation,Crisis management plans,Administrative procedures facilitated,Allow remote notarization,,allow remote notarization,https://governor.maryland.gov/wp-content/uploads/2020/03/Remote-Notarizations-3.30.20.pdf,,
United States of America,USA,Maryland,Maryland,3/30/20,Resource allocation,Crisis management plans,"State aid, taxation and social security",Waive family contribution to health insurance,,"The Secretary of Health may suspend the effect of § 15-301.1 of the Health-General Article of the Maryland Code (“HG”) to waive the requirement that a parent or guardian of an eligible individual agree to, during a month in which the public health emergency declared by the U.S. Secretary of Health and Human Services remains in effect, pay a family contribution to enroll and participate in a Maryland Children’s Health Program premium plan",https://governor.maryland.gov/wp-content/uploads/2020/03/MCHP-Contributions-3.30.20.pdf,,
United States of America,USA,Maryland,Maryland,3/30/20,Social distancing,Mass gathering cancellation,Measures for elections,Elections postponed,,enabling municipalities to postpone elections,https://governor.maryland.gov/wp-content/uploads/2020/03/Municipal-Elections-3.30.20.pdf,,
United States of America,USA,Maryland,Maryland,3/30/20,Travel restriction,National lockdown,Stay-at-home Order,,,"All persons living in the State of Maryland are hereby ordered, effective as of 8:00 p.m. on March 30, 2020, to stay in their homes or places of residences",https://governor.maryland.gov/wp-content/uploads/2020/03/Gatherings-FOURTH-AMENDED-3.30.20.pdf,,
United States of America,USA,Maryland,Maryland,3/31/20,Resource allocation,Crisis management plans,"State aid, taxation and social security",Tax relief measures,,postponing the deadlines of certain taxes and oaths office,https://governor.maryland.gov/wp-content/uploads/2020/03/Extension-of-Tax-and-Oath-Timelines-3.31.20.pdf,,
United States of America,USA,Maryland,Maryland,3/31/20,Healthcare and public health capacity,Increase healthcare workforce,Incentives for healthcare workers,Ease transport of health workers,,"Employees and volunteers performing disability services may travel: between their homes and such businesses and organizations. and for the purposes of performing disability services, to and from a person’s home or residential facility or shelter",https://governor.maryland.gov/wp-content/uploads/2020/04/Disability-Services-3.31.20.pdf,,
United States of America,USA,Maryland,Maryland,4/1/20,Healthcare and public health capacity,Adapt procedures for patient management,Simplification of the health journey,Authorize telemedicine,,"The Secretary of Health may, through directives, rules, or guidelines, authorize a health care practitioner to deliver health care services through the use of telecommunications technologies (“telehealth”), as well as audio-only calls or conversations, to a patient at a different physical location than the health care practitioner.",https://governor.maryland.gov/wp-content/uploads/2020/04/Telehealth-Amended-4.1.20.pdf,,
United States of America,USA,Maryland,Maryland,4/1/20,Healthcare and public health capacity,Adapt procedures for patient management,Simplification of the health journey,Authorize audio-only call for health care services,,"The Secretary of Health may, through directives, rules, or guidelines, authorize a health care practitioner to deliver health care services through the use of telecommunications technologies (“telehealth”), as well as audio-only calls or conversations, to a patient at a different physical location than the health care practitioner.",https://governor.maryland.gov/wp-content/uploads/2020/04/Telehealth-Amended-4.1.20.pdf,,
United States of America,USA,Maryland,Maryland,4/3/20,Resource allocation,Crisis management plans,"State aid, taxation and social security",Suspend evictions and foreclosures,,"prohibiting certain repossessions, stopping initiation of residential mortgage foreclosures, prohibiting commercial evictions, and allowing suspension of certain lending limits",https://governor.maryland.gov/wp-content/uploads/2020/04/Evictions-Repossessions-Foreclosure-AMENDED-4.3.20.pdf,,
United States of America,USA,Maryland,Maryland,4/10/20,Social distancing,Special measures for certain establishments,Decongestion of administrative institutions,Implement remote administrative procedures,,authorization of remote witnessing and electronic signing of certain documents,https://governor.maryland.gov/wp-content/uploads/2020/04/Remote-Witnessing-4.10.20.pdf,,
United States of America,USA,Massachusetts,Massachusetts,3/10/20,Resource allocation,Activate or establish emergency response,Declare state of emergency,,,,https://www.mass.gov/executive-orders/no-591-declaration-of-a-state-of-emergency-to-respond-to-covid-19,,
United States of America,USA,Massachusetts,Massachusetts,3/11/20,Healthcare and public health capacity,Increase healthcare workforce,Exception to work law allowed,Suspension of licensure laws for health care providers,,updated its policies to expedite the processing of reciprocal license applications for nurses that are licensed in another jurisdiction to allow those applications to be processed in one business day,https://www.mass.gov/doc/expedited-processing-of-reciprocal-license-applications-in-the-event-of-a-declared-public/download,,
United States of America,USA,Massachusetts,Massachusetts,3/12/20,Social distancing,Measures for special populations,Measures to limit contact to long-term care facilities,Visitors restricted in nursing homes and rest homes,,order restricting visitor access to nursing homes and rest homes to protect higher-risk populations,https://www.mass.gov/doc/order-of-the-commissioner-of-public-health-implementing-policies-and-procedures-for-restricting/download,,
United States of America,USA,Massachusetts,Massachusetts,3/15/20,Social distancing,Measures for special populations,Measures to limit contact to long-term care facilities,Visitors restricted in assisted living facilities,,visitor restrictions for assisted living facilities,https://www.mass.gov/doc/march-15-2020-assisted-living-visitor-restrictions-order/download,,
United States of America,USA,Massachusetts,Massachusetts,3/16/20,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans,Extension of health insurance,,"require all commercial insurers, self-insured plans, and the Group Insurance Commission to cover medically necessary telehealth services, whether related to COVID-19 or not. For COVID-19 treatment, insurers must do this without requiring cost-sharing of any kind",https://www.mass.gov/doc/march-15-2020-telehealth-order,,
United States of America,USA,Massachusetts,Massachusetts,3/17/20,Social distancing,Measures for special populations,Measures to limit contact to hospital patients,Visitors restricted in hospitals,,hospital visitor restriction,https://www.mass.gov/doc/march-15-2020-hospital-visitor-restrictions-order,,
United States of America,USA,Massachusetts,Massachusetts,3/17/20,Healthcare and public health capacity,Increase healthcare workforce,Exception to work law allowed,Suspension of licensure laws for health care providers,,emergency credentialing and licensed staff transfer procedures for medical facilities in the Commonwealth,https://www.mass.gov/doc/order-of-the-commissioner-of-public-health-implementing-emergency-credentialing-and-licensed/download,,
United States of America,USA,Massachusetts,Massachusetts,3/17/20,Healthcare and public health capacity,Increase healthcare workforce,Mobilization of domestic resources for health,Reactivate license/renew license of healthcare workers,,"""All physicians who have retired in good standing within one year (…) shall have their licences immediately reactivated upon request. all physicians in good standing whose licenses have or will come up for renweal during the state of emergency shall have their renewal date extended until 90 days after the end of the emergency. physicians licensed in antoher state (...) shall be issues an emergency Massachusetts license""",https://www.mass.gov/doc/march-17-2020-expand-access-to-physician-services-order/download,,
United States of America,USA,Massachusetts,Massachusetts,3/18/20,Healthcare and public health capacity,Increase patient capacity,Postponement of non-essential care and non-urgent operations in hospitals,,,order mandating that hospitals must cancel non-essential elective procedures,https://www.mass.gov/doc/march-15-2020-elective-procedures-order,,
United States of America,USA,Massachusetts,Massachusetts,3/18/20,Healthcare and public health capacity,Increase healthcare workforce,Exception to work law allowed,Suspension of licensure laws for health care providers,,"order regarding the flexible reassignment of Physicians Assistants, in order to assure the maintenance of public health during the coninuing public health emergency",https://www.mass.gov/doc/march-18-2020-physician-assistant-order/download,,
United States of America,USA,Massachusetts,Massachusetts,3/18/20,Healthcare and public health capacity,Adapt procedures for patient management,Ease prescription of regular medical products for patients,Extend right of pharmacists to prescription of opioids,,"order regarding the administration of certain medications for the treatment of opioid misuse disorder, in response to the potential shortage of nurses",https://www.mass.gov/doc/march-18-2020-pharmacist-opioid-misuse-disorder-medication/download,,
United States of America,USA,Massachusetts,Massachusetts,3/18/20,Healthcare and public health capacity,Increase healthcare workforce,Mobilization of domestic resources for health,Reactivate license/renew license of healthcare workers,,extension of the registration of certain licensed professionals,https://www.mass.gov/doc/march-18-2020-professional-licensure-order,,
United States of America,USA,Massachusetts,Massachusetts,3/20/20,Resource allocation,Crisis management plans,Administrative procedures facilitated,Vehicle registrations extended,,"extend vehicle registrations and modify the conditions of registrations, plates and titles. It also enables the waiver of certain inspection requirements",https://www.mass.gov/doc/march-20-2020-rmv-order,,
United States of America,USA,Massachusetts,Massachusetts,3/23/20,Social distancing,Small gathering cancellation,Restriction on private and familial events,Prohibition of burial at sea or cremation,,medical examiners and forensic investigators may authorize a cremation or burial without viewing the decent,https://www.mass.gov/doc/cremation-viewing-order/download,,
United States of America,USA,Massachusetts,Massachusetts,3/23/20,Healthcare and public health capacity,Personal protective measures,Enhance hand hygiene,Allowing non-traditional manufacturers to make alcohol-based hand sanitizers,,order permitting facilities licensed by the Massachusetts Cannabis Control Commission to create and donate hand sanitizer to certain entities,https://www.mass.gov/doc/ccc-hand-sanitizer-order/download,,
United States of America,USA,Massachusetts,Massachusetts,3/24/20,Healthcare and public health capacity,Adapt procedures for patient management,Ease prescription of regular medical products for patients,Computer-based processing of prescriptions,,order allowing remote processing of prescriptions by pharmacy technicians,https://www.mass.gov/doc/pharmacy-practice-order/download,,
United States of America,USA,Massachusetts,Massachusetts,3/24/20,Healthcare and public health capacity,Increase healthcare workforce,Exception to work law allowed,Suspension of licensure laws for pharmacists,,authorization to practice pharmacy for pharmacists holding a license from a state other than Massachusetts,https://www.mass.gov/doc/pharmacy-practice-order/download,,
United States of America,USA,Massachusetts,Massachusetts,3/24/20,Healthcare and public health capacity,Adapt procedures for patient management,Ease prescription of regular medical products for patients,Ease prescription renewal,,authorization of emergency prescription refills,https://www.mass.gov/doc/pharmacy-practice-order/download,,
United States of America,USA,Massachusetts,Massachusetts,3/24/20,Healthcare and public health capacity,Increase healthcare workforce,Exception to work law allowed,Nurse staffing requirements in hospitals suspended,,"in order to take care of all the patients, hospitals are exempted from the nurse staffing requirements",https://www.mass.gov/doc/nursing-staff-order/download,,
United States of America,USA,Massachusetts,Massachusetts,3/25/20,Social distancing,Measures for special populations,Measures to protect vulnerable populations,Grocery stores and pharmacies must provide at least one hour every day in the early morning for adults 60 years and older in order to limit their potential exposure,,grocery stores and pharmacies must provide at least one hour every day in the early morning for adults 60 years and older in order to limit their potential exposure,https://www.mass.gov/doc/grocery-and-pharmacy-store-order/download,,
United States of America,USA,Massachusetts,Massachusetts,3/25/20,Environmental measures,Environmental cleaning and disinfection,Disinfect shops,Grocery stores,,grocery stores shall be closed for to the public for a sufficient time overnight to allow for the stores to be properly sanitized,https://www.mass.gov/doc/grocery-and-pharmacy-store-order/download,,
United States of America,USA,Massachusetts,Massachusetts,3/26/20,Healthcare and public health capacity,Increase healthcare workforce,Mobilization of domestic resources for health,Expanded scope of practice of nurses/ physician assistant/anaesthesists/midwifes,,registered nurses who hold authorization are ordered to engage in the advanced practice of nursing - Extend nurses and midwifes prerogatives,https://www.mass.gov/doc/march-26-2020-advanced-practice-registered-nurses-order/download,,
United States of America,USA,Massachusetts,Massachusetts,3/28/20,Healthcare and public health capacity,Increase isolation and quarantine facilities,Quarantine centers,Long-term care facilities repurposed as quarantine facilities,,"regulations regarding transfers and discharge of long-term care facility residents are waived, for the limited purpose of safely transferring and discharging all residents living in a long-term care facility that is intended to be used as a designated COVID-19 facility.",https://www.mass.gov/doc/masshealth-moving-residents-order/download,,
United States of America,USA,Massachusetts,Massachusetts,4/1/20,Healthcare and public health capacity,Increase healthcare workforce,Mobilization of domestic resources for health,Expanded scope of practice of nurses/ physician assistant/anaesthesists/midwifes,,"In response to the potential shortage of Medication Administration Program (MAP) Certified Staff to administer rescue inhalers, epinephrine auto-injectors and oxygen to individuals inCommunity Programs, and to avoid unnecessary emergency department visits I allow non-MAP Certified staff in Community Programs to possess and administer rescue inhalers, epinephrine auto-injectors and oxygen to individuals in Community P rograms pursuant to existing patient prescriptions and administration orders",https://www.mass.gov/doc/map-inhaler-epinephrine-oxygen-access-order/download,,
United States of America,USA,Massachusetts,Massachusetts,4/2/20,Healthcare and public health capacity,Increase healthcare workforce,Mobilization of domestic resources for health,Expanded scope of practice of nurses/ physician assistant/anaesthesists/midwifes,,"a nurse employed by an Assisted Living Residence may provide skilled nursing care in accordance with valid medical orders, provided the nurse holds a valid license to provide such care. The staffing requirements shall be suspended for the duration of the public health emergency and the training requirements are suspended",https://www.mass.gov/doc/order-re-alr-waivers/download,,
United States of America,USA,Massachusetts,Massachusetts,4/3/20,Healthcare and public health capacity,Personal protective measures,Enhance hand hygiene,Allowing licensed pharmacies to make and sell alcohol-based hand sanitizers,,order permitting licensed pharmacies to create and sell hand sanitizer over the counter,https://www.mass.gov/doc/hand-sanitizer-compounding-revised-4-3-2020,,
United States of America,USA,Massachusetts,Massachusetts,4/3/20,Healthcare and public health capacity,Increase healthcare workforce,Mobilization of domestic resources for health,Expanded scope of practice of nurses/ physician assistant/anaesthesists/midwifes,,"certain specific functions, otherwise designated to physicians only, may be performed by advanced practice registered nurses",https://www.mass.gov/doc/order-re-aprn-mental-health/download,,
United States of America,USA,Massachusetts,Massachusetts,4/7/20,Social distancing,Special measures for certain establishments,Grocery stores,Limitation on the number of customers to respect social distancing,,Each Grocery store shall limit occupancy to 40 percent of its maximum permitted occupancy level as documented in its occupancy permit,https://www.mass.gov/doc/order-grocery-stores-40-percent/download,,
